Name,Date,Open,High,Low,Close,Volume,Market_Cap,Month_Year,Spread
bitcoin,2013-11-22,724.07,780.85,668.13,771.44,0.0,9276681716.0,2013-11,112.72
bitcoin,2013-11-23,771.7,844.97,771.7,797.82,0.0,9597335799.0,2013-11,73.27
bitcoin,2013-11-24,795.63,807.36,722.87,774.25,0.0,9317034156.0,2013-11,84.49
bitcoin,2013-11-25,773.02,810.68,754.43,799.11,0.0,9619646225.0,2013-11,56.25
bitcoin,2013-11-26,805.73,928.54,800.8,928.1,0.0,11176110593.0,2013-11,127.74
bitcoin,2013-11-27,923.85,1001.96,891.68,1001.96,0.0,12069885699.0,2013-11,110.28
bitcoin,2013-11-28,1003.38,1077.56,962.17,1031.95,0.0,12435823060.0,2013-11,115.39
bitcoin,2013-11-29,1042.01,1146.97,1000.64,1131.97,0.0,13646039846.0,2013-11,146.33
bitcoin,2013-11-30,1129.37,1156.14,1106.61,1129.43,0.0,13620389321.0,2013-11,49.53
bitcoin,2013-12-01,1128.92,1133.08,801.82,955.85,0.0,11531708948.0,2013-12,331.26
bitcoin,2013-12-02,951.42,1055.42,938.41,1043.33,0.0,12591271606.0,2013-12,117.01
bitcoin,2013-12-03,1046.4,1096.0,1011.21,1078.28,0.0,13018451838.0,2013-12,84.79
bitcoin,2013-12-04,1077.58,1156.12,1070.16,1151.17,0.0,13903428351.0,2013-12,85.96
bitcoin,2013-12-05,1152.73,1154.36,897.11,1045.11,0.0,12626914509.0,2013-12,257.25
bitcoin,2013-12-06,1042.38,1042.38,829.45,829.45,0.0,10025645095.0,2013-12,212.93
bitcoin,2013-12-07,835.32,854.64,640.22,698.23,0.0,8442962249.0,2013-12,214.42
bitcoin,2013-12-08,697.31,802.51,670.88,795.87,0.0,9627500113.0,2013-12,131.63
bitcoin,2013-12-09,793.8,921.93,780.9,893.19,0.0,10808715488.0,2013-12,141.03
bitcoin,2013-12-10,892.32,997.23,892.32,988.51,0.0,11966951486.0,2013-12,104.91
bitcoin,2013-12-11,989.07,1001.58,834.23,878.48,0.0,10638546534.0,2013-12,167.35
bitcoin,2013-12-12,882.78,901.94,844.95,873.26,0.0,10578889955.0,2013-12,56.99
bitcoin,2013-12-13,874.98,941.79,860.05,892.58,0.0,10816819988.0,2013-12,81.74
bitcoin,2013-12-14,899.85,904.65,858.36,872.6,0.0,10578987915.0,2013-12,46.29
bitcoin,2013-12-15,875.29,886.16,825.0,876.12,0.0,10625517651.0,2013-12,61.16
bitcoin,2013-12-16,880.33,882.25,668.25,705.97,0.0,8565534010.0,2013-12,214.0
bitcoin,2013-12-17,706.37,754.83,630.88,682.12,0.0,8279623719.0,2013-12,123.95
bitcoin,2013-12-18,678.2,679.32,420.51,522.7,0.0,6347159168.0,2013-12,258.81
bitcoin,2013-12-19,519.06,707.23,502.89,691.96,0.0,8406397153.0,2013-12,204.34
bitcoin,2013-12-20,694.22,729.16,595.33,625.32,0.0,7599576492.0,2013-12,133.83
bitcoin,2013-12-21,619.9,654.27,579.17,605.66,0.0,7363114611.0,2013-12,75.1
bitcoin,2013-12-22,601.78,666.74,585.64,617.18,0.0,7505757423.0,2013-12,81.1
bitcoin,2013-12-23,613.06,680.91,611.04,673.41,0.0,8192487202.0,2013-12,69.87
bitcoin,2013-12-24,672.36,684.39,645.71,665.58,0.0,8100042042.0,2013-12,38.68
bitcoin,2013-12-25,666.31,682.7,649.48,682.21,0.0,8305173374.0,2013-12,33.22
bitcoin,2013-12-26,683.94,777.75,683.94,761.98,0.0,9279735331.0,2013-12,93.81
bitcoin,2013-12-27,763.28,777.51,713.6,735.07,46862700.0,8955394564.0,2013-12,63.91
bitcoin,2013-12-28,737.98,747.06,705.35,727.83,32505800.0,8869918644.0,2013-12,41.71
bitcoin,2013-12-29,728.05,748.61,714.44,745.05,19011300.0,9082103621.0,2013-12,34.17
bitcoin,2013-12-30,741.35,766.6,740.24,756.13,20707700.0,9217167990.0,2013-12,26.36
bitcoin,2013-12-31,760.32,760.58,738.17,754.01,20897300.0,9191325349.0,2013-12,22.41
bitcoin,2014-01-01,754.97,775.35,754.97,771.4,22489400.0,9403308145.0,2014-01,20.38
bitcoin,2014-01-02,773.44,820.31,767.21,802.39,38489500.0,9781073921.0,2014-01,53.1
bitcoin,2014-01-03,802.85,834.15,789.12,818.72,37810100.0,9980135396.0,2014-01,45.03
bitcoin,2014-01-04,823.27,859.51,801.67,859.51,38005000.0,10477362437.0,2014-01,57.84
bitcoin,2014-01-05,858.55,952.4,854.52,933.53,72898496.0,11379660685.0,2014-01,97.88
bitcoin,2014-01-06,936.05,1017.12,905.71,953.29,85565696.0,11620533603.0,2014-01,111.41
bitcoin,2014-01-07,946.49,965.74,802.0,802.0,81311696.0,9808299600.0,2014-01,163.74
bitcoin,2014-01-08,795.99,870.68,776.18,842.72,74175600.0,10310363180.0,2014-01,94.5
bitcoin,2014-01-09,841.47,864.36,804.14,846.86,59998600.0,10365397028.0,2014-01,60.22
bitcoin,2014-01-10,846.69,871.19,822.6,868.48,31876800.0,10634081648.0,2014-01,48.59
bitcoin,2014-01-11,867.32,921.48,861.72,913.95,44754200.0,11195636164.0,2014-01,59.76
bitcoin,2014-01-12,919.6,928.52,851.17,863.22,39623500.0,10578653198.0,2014-01,77.35
bitcoin,2014-01-13,860.19,861.29,806.05,841.2,45580900.0,10312375950.0,2014-01,55.24
bitcoin,2014-01-14,843.17,855.69,825.66,833.27,20829800.0,10218535832.0,2014-01,30.03
bitcoin,2014-01-15,833.12,872.81,830.86,860.9,28107200.0,10561305975.0,2014-01,41.95
bitcoin,2014-01-16,860.29,866.16,835.63,835.63,19149300.0,10255185612.0,2014-01,30.53
bitcoin,2014-01-17,834.49,842.91,797.63,814.64,39031700.0,10000663202.0,2014-01,45.28
bitcoin,2014-01-18,816.07,841.49,816.07,840.0,18052700.0,10315662000.0,2014-01,25.42
bitcoin,2014-01-19,839.66,870.96,825.53,870.96,24365700.0,10699504086.0,2014-01,45.43
bitcoin,2014-01-20,871.39,886.39,853.87,870.2,27652700.0,10694453430.0,2014-01,32.52
bitcoin,2014-01-21,869.65,881.2,855.93,863.91,18997300.0,10620283205.0,2014-01,25.27
bitcoin,2014-01-22,867.21,870.15,837.36,845.59,18453700.0,10399573174.0,2014-01,32.79
bitcoin,2014-01-23,845.46,851.57,819.32,822.04,15607100.0,10113558120.0,2014-01,32.25
bitcoin,2014-01-24,822.43,822.43,783.58,797.07,34912000.0,9810138293.0,2014-01,38.85
bitcoin,2014-01-25,796.24,861.45,792.96,853.61,24303900.0,10509539619.0,2014-01,68.49
bitcoin,2014-01-26,853.68,897.02,844.86,885.28,32224300.0,10902798632.0,2014-01,52.16
bitcoin,2014-01-27,884.6,893.0,757.11,771.39,49233600.0,9503544085.0,2014-01,135.89
bitcoin,2014-01-28,774.02,832.5,766.98,812.51,44875500.0,10013251364.0,2014-01,65.52
bitcoin,2014-01-29,809.96,836.87,809.85,826.0,17984400.0,10182659550.0,2014-01,27.02
bitcoin,2014-01-30,826.02,830.5,799.06,819.03,29918200.0,10100339387.0,2014-01,31.44
bitcoin,2014-01-31,818.43,831.87,812.6,829.92,17107900.0,10238411820.0,2014-01,19.27
bitcoin,2014-02-01,828.61,853.52,827.11,832.58,19668700.0,10275202812.0,2014-02,26.41
bitcoin,2014-02-02,832.9,844.72,820.67,825.37,11300900.0,10190038654.0,2014-02,24.05
bitcoin,2014-02-03,824.08,826.48,807.22,823.83,13940100.0,10174774202.0,2014-02,19.26
